timestamp,profit
"2003-01-06 00:00:00",3940.36
"2003-01-09 00:00:00",5236.74
"2003-01-10 00:00:00",2135.94
"2003-01-29 00:00:00",18827.11
"2003-01-31 00:00:00",15680.80
"2003-02-11 00:00:00",21374.33
"2003-02-17 00:00:00",21298.22
"2003-02-24 00:00:00",9307.77
"2003-03-03 00:00:00",19871.44
"2003-03-10 00:00:00",11642.42
"2003-03-18 00:00:00",20489.51
"2003-03-24 00:00:00",3418.18
"2003-03-25 00:00:00",6061.27
"2003-03-26 00:00:00",4620.20
"2003-04-01 00:00:00",12844.38
"2003-04-04 00:00:00",7998.78
"2003-04-11 00:00:00",906.12
"2003-04-16 00:00:00",17838.75
"2003-04-21 00:00:00",1262.16
"2003-04-28 00:00:00",14482.44
"2003-04-29 00:00:00",18514.18
"2003-05-07 00:00:00",7313.50
"2003-05-08 00:00:00",18285.77
"2003-05-20 00:00:00",6673.08
"2003-05-21 00:00:00",15749.46
"2003-05-28 00:00:00",23565.18
"2003-06-03 00:00:00",24097.07
"2003-06-06 00:00:00",4664.75
"2003-06-12 00:00:00",11138.16
"2003-06-16 00:00:00",8563.14
"2003-06-27 00:00:00",8844.85
"2003-07-01 00:00:00",10946.75
"2003-07-02 00:00:00",21908.97
"2003-07-04 00:00:00",5571.01
"2003-07-10 00:00:00",6232.26
"2003-07-16 00:00:00",9880.38
"2003-07-24 00:00:00",15402.89
"2003-08-01 00:00:00",11020.26
"2003-08-08 00:00:00",22591.77
"2003-08-10 00:00:00",15435.36
"2003-08-13 00:00:00",467.80
"2003-08-25 00:00:00",20680.69
"2003-09-03 00:00:00",3054.74
"2003-09-05 00:00:00",12452.76
"2003-09-11 00:00:00",16644.53
"2003-09-12 00:00:00",12938.78
"2003-09-19 00:00:00",14634.10
"2003-09-21 00:00:00",13394.98
"2003-09-25 00:00:00",3308.17
"2003-09-28 00:00:00",17427.47
"2003-10-02 00:00:00",1788.72
"2003-10-04 00:00:00",9223.32
"2003-10-05 00:00:00",12688.42
"2003-10-06 00:00:00",25041.19
"2003-10-08 00:00:00",1603.12
"2003-10-10 00:00:00",24581.02
"2003-10-11 00:00:00",6329.86
"2003-10-17 00:00:00",13952.67
"2003-10-18 00:00:00",13543.25
"2003-10-20 00:00:00",9122.07
"2003-10-21 00:00:00",14300.61
"2003-10-22 00:00:00",26465.57
"2003-10-23 00:00:00",16394.26
"2003-10-28 00:00:00",19310.15
"2003-11-04 00:00:00",21160.05
"2003-11-05 00:00:00",33688.01
"2003-11-06 00:00:00",39729.50
"2003-11-07 00:00:00",11714.60
"2003-11-08 00:00:00",13549.97
"2003-11-11 00:00:00",18420.33
"2003-11-12 00:00:00",40403.87
"2003-11-13 00:00:00",11976.30
"2003-11-14 00:00:00",48464.82
"2003-11-18 00:00:00",14464.20
"2003-11-19 00:00:00",3908.96
"2003-11-20 00:00:00",31483.70
"2003-11-21 00:00:00",15018.82
"2003-11-25 00:00:00",31135.57
"2003-11-26 00:00:00",30766.33
"2003-11-27 00:00:00",9442.78
"2003-12-01 00:00:00",13415.29
"2003-12-02 00:00:00",40083.13
"2003-12-03 00:00:00",5593.08
"2003-12-05 00:00:00",15958.38
"2003-12-09 00:00:00",22461.46
"2004-01-02 00:00:00",19397.02
"2004-01-09 00:00:00",8598.51
"2004-01-12 00:00:00",18374.31
"2004-01-15 00:00:00",22311.18
"2004-01-16 00:00:00",21873.98
"2004-01-22 00:00:00",2845.15
"2004-01-26 00:00:00",11237.06
"2004-01-29 00:00:00",14815.82
"2004-02-02 00:00:00",2409.72
"2004-02-04 00:00:00",7813.66
"2004-02-10 00:00:00",4291.34
"2004-02-12 00:00:00",12358.00
"2004-02-18 00:00:00",6009.30
"2004-02-19 00:00:00",22089.35
"2004-02-20 00:00:00",18347.79
"2004-02-21 00:00:00",8723.06
"2004-02-22 00:00:00",18679.24
"2004-02-26 00:00:00",9505.35
"2004-03-02 00:00:00",17420.58
"2004-03-10 00:00:00",8846.27
"2004-03-11 00:00:00",16760.12
"2004-03-15 00:00:00",11684.50
"2004-03-19 00:00:00",7238.70
"2004-03-20 00:00:00",8996.94
"2004-03-29 00:00:00",3093.13
"2004-04-02 00:00:00",10829.74
"2004-04-03 00:00:00",2480.79
"2004-04-05 00:00:00",9684.26
"2004-04-09 00:00:00",11510.64
"2004-04-12 00:00:00",5663.06
"2004-04-13 00:00:00",21729.71
"2004-04-20 00:00:00",679.42
"2004-04-26 00:00:00",2783.23
"2004-04-29 00:00:00",10542.94
"2004-05-04 00:00:00",12997.39
"2004-05-05 00:00:00",26394.69
"2004-05-07 00:00:00",16715.93
"2004-05-08 00:00:00",4888.43
"2004-05-11 00:00:00",17144.93
"2004-05-18 00:00:00",14116.10
"2004-05-26 00:00:00",10892.55
"2004-06-01 00:00:00",17651.26
"2004-06-04 00:00:00",2128.30
"2004-06-08 00:00:00",1946.11
"2004-06-14 00:00:00",5644.57
"2004-06-15 00:00:00",27310.12
"2004-06-17 00:00:00",8059.50
"2004-06-24 00:00:00",19197.17
"2004-06-28 00:00:00",18602.52
"2004-06-30 00:00:00",8234.09
"2004-07-02 00:00:00",3606.87
"2004-07-06 00:00:00",20809.32
"2004-07-07 00:00:00",7293.35
"2004-07-16 00:00:00",2562.56
"2004-07-19 00:00:00",12734.43
"2004-07-20 00:00:00",24851.37
"2004-07-21 00:00:00",22377.02
"2004-07-23 00:00:00",17951.01
"2004-08-02 00:00:00",22285.85
"2004-08-04 00:00:00",967.40
"2004-08-06 00:00:00",13310.91
"2004-08-09 00:00:00",7085.67
"2004-08-17 00:00:00",20206.44
"2004-08-19 00:00:00",14771.81
"2004-08-20 00:00:00",31930.57
"2004-08-21 00:00:00",12977.34
"2004-08-27 00:00:00",17799.38
"2004-08-28 00:00:00",708.70
"2004-08-30 00:00:00",24714.51
"2004-09-01 00:00:00",15628.79
"2004-09-03 00:00:00",5604.68
"2004-09-07 00:00:00",1776.82
"2004-09-08 00:00:00",31562.12
"2004-09-09 00:00:00",13894.19
"2004-09-10 00:00:00",8740.89
"2004-09-15 00:00:00",13033.35
"2004-09-16 00:00:00",7230.29
"2004-09-27 00:00:00",2600.81
"2004-09-30 00:00:00",14611.71
"2004-10-06 00:00:00",1420.86
"2004-10-11 00:00:00",22201.08
"2004-10-13 00:00:00",18538.31
"2004-10-14 00:00:00",29314.59
"2004-10-15 00:00:00",25053.40
"2004-10-16 00:00:00",41108.14
"2004-10-21 00:00:00",23923.36
"2004-10-22 00:00:00",33627.56
"2004-10-29 00:00:00",7304.22
"2004-11-01 00:00:00",32202.00
"2004-11-02 00:00:00",15060.77
"2004-11-03 00:00:00",19546.20
"2004-11-04 00:00:00",41012.35
"2004-11-05 00:00:00",31956.78
